date,kWh,building
2022-12-09 14:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-09 15:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-09 16:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-09 17:00:00,0.21164021164021163,Turck Hall Main Electricity Meter
2022-12-09 18:00:00,0.21164021164021163,Turck Hall Main Electricity Meter
2022-12-09 19:00:00,0.23809523809523808,Turck Hall Main Electricity Meter
2022-12-09 20:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-09 21:00:00,0.164021164021164,Turck Hall Main Electricity Meter
2022-12-09 22:00:00,0.14285714285714285,Turck Hall Main Electricity Meter
2022-12-09 23:00:00,0.14285714285714285,Turck Hall Main Electricity Meter
2022-12-10 00:00:00,0.14814814814814814,Turck Hall Main Electricity Meter
2022-12-10 01:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-10 02:00:00,0.14285714285714285,Turck Hall Main Electricity Meter
2022-12-10 03:00:00,0.14285714285714285,Turck Hall Main Electricity Meter
2022-12-10 04:00:00,0.1111111111111111,Turck Hall Main Electricity Meter
2022-12-10 05:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-10 06:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-10 07:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-10 08:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-10 09:00:00,0.12169312169312169,Turck Hall Main Electricity Meter
2022-12-10 10:00:00,0.1111111111111111,Turck Hall Main Electricity Meter
2022-12-10 11:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-10 12:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-10 13:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-10 14:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-10 15:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-10 16:00:00,0.2328042328042328,Turck Hall Main Electricity Meter
2022-12-10 17:00:00,0.2222222222222222,Turck Hall Main Electricity Meter
2022-12-10 18:00:00,0.2328042328042328,Turck Hall Main Electricity Meter
2022-12-10 19:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-10 20:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-10 21:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-10 22:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-10 23:00:00,0.164021164021164,Turck Hall Main Electricity Meter
2022-12-11 00:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-11 01:00:00,0.20634920634920634,Turck Hall Main Electricity Meter
2022-12-11 02:00:00,0.14814814814814814,Turck Hall Main Electricity Meter
2022-12-11 03:00:00,0.12698412698412698,Turck Hall Main Electricity Meter
2022-12-11 04:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-11 05:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-11 06:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-11 07:00:00,0.1111111111111111,Turck Hall Main Electricity Meter
2022-12-11 08:00:00,0.12698412698412698,Turck Hall Main Electricity Meter
2022-12-11 09:00:00,0.14285714285714285,Turck Hall Main Electricity Meter
2022-12-11 10:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-11 11:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-11 12:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-11 13:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-11 14:00:00,0.19576719576719576,Turck Hall Main Electricity Meter
2022-12-11 15:00:00,0.20634920634920634,Turck Hall Main Electricity Meter
2022-12-11 16:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-11 17:00:00,0.21164021164021163,Turck Hall Main Electricity Meter
2022-12-11 18:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-11 19:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-11 20:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-11 21:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-11 22:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-11 23:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-12 00:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-12 01:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-12 02:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-12 03:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-12 04:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-12 05:00:00,0.1111111111111111,Turck Hall Main Electricity Meter
2022-12-12 06:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-12 07:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-12 08:00:00,0.1111111111111111,Turck Hall Main Electricity Meter
2022-12-12 09:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-12 10:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-12 11:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-12 12:00:00,0.14814814814814814,Turck Hall Main Electricity Meter
2022-12-12 13:00:00,0.14814814814814814,Turck Hall Main Electricity Meter
2022-12-12 14:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-12 15:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-12 16:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-12 17:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-12 18:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-12 19:00:00,0.1746031746031746,Turck Hall Main Electricity Meter
2022-12-12 20:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-12 21:00:00,0.21693121693121692,Turck Hall Main Electricity Meter
2022-12-12 22:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-12 23:00:00,0.2222222222222222,Turck Hall Main Electricity Meter
2022-12-13 00:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-13 01:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-13 02:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-13 03:00:00,0.12698412698412698,Turck Hall Main Electricity Meter
2022-12-13 04:00:00,0.12169312169312169,Turck Hall Main Electricity Meter
2022-12-13 05:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-13 06:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-13 07:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-13 08:00:00,0.12698412698412698,Turck Hall Main Electricity Meter
2022-12-13 09:00:00,0.12698412698412698,Turck Hall Main Electricity Meter
2022-12-13 10:00:00,0.164021164021164,Turck Hall Main Electricity Meter
2022-12-13 11:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-13 12:00:00,0.1746031746031746,Turck Hall Main Electricity Meter
2022-12-13 13:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-13 14:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-13 15:00:00,0.21164021164021163,Turck Hall Main Electricity Meter
2022-12-13 16:00:00,0.20634920634920634,Turck Hall Main Electricity Meter
2022-12-13 17:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-13 18:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-13 19:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-13 20:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-13 21:00:00,0.164021164021164,Turck Hall Main Electricity Meter
2022-12-13 22:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-13 23:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-14 00:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-14 01:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-14 02:00:00,0.12169312169312169,Turck Hall Main Electricity Meter
2022-12-14 03:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-14 04:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-14 05:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-14 06:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-14 07:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-14 08:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-14 09:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-14 10:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-14 11:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-14 12:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-14 13:00:00,0.21693121693121692,Turck Hall Main Electricity Meter
2022-12-14 14:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-14 15:00:00,0.19576719576719576,Turck Hall Main Electricity Meter
2022-12-14 16:00:00,0.19576719576719576,Turck Hall Main Electricity Meter
2022-12-14 17:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-14 18:00:00,0.19576719576719576,Turck Hall Main Electricity Meter
2022-12-14 19:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-14 20:00:00,0.21164021164021163,Turck Hall Main Electricity Meter
2022-12-14 21:00:00,0.19576719576719576,Turck Hall Main Electricity Meter
2022-12-14 22:00:00,0.1746031746031746,Turck Hall Main Electricity Meter
2022-12-14 23:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-15 00:00:00,0.1746031746031746,Turck Hall Main Electricity Meter
2022-12-15 01:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-15 02:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-15 03:00:00,0.12169312169312169,Turck Hall Main Electricity Meter
2022-12-15 04:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-15 05:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-15 06:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-15 07:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-15 08:00:00,0.12169312169312169,Turck Hall Main Electricity Meter
2022-12-15 09:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-15 10:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-15 11:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-15 12:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-15 13:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-15 14:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-15 15:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-15 16:00:00,0.21693121693121692,Turck Hall Main Electricity Meter
2022-12-15 17:00:00,0.20634920634920634,Turck Hall Main Electricity Meter
2022-12-15 18:00:00,0.1746031746031746,Turck Hall Main Electricity Meter
2022-12-15 19:00:00,0.15343915343915343,Turck Hall Main Electricity Meter
2022-12-15 20:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-15 21:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-15 22:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-15 23:00:00,0.164021164021164,Turck Hall Main Electricity Meter
2022-12-16 00:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-16 01:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-16 02:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-16 03:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-16 04:00:00,0.12169312169312169,Turck Hall Main Electricity Meter
2022-12-16 05:00:00,0.1111111111111111,Turck Hall Main Electricity Meter
2022-12-16 06:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-16 07:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-16 08:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-16 09:00:00,0.10582010582010581,Turck Hall Main Electricity Meter
2022-12-16 10:00:00,0.13227513227513227,Turck Hall Main Electricity Meter
2022-12-16 11:00:00,0.19576719576719576,Turck Hall Main Electricity Meter
2022-12-16 12:00:00,0.21693121693121692,Turck Hall Main Electricity Meter
2022-12-16 13:00:00,0.15873015873015872,Turck Hall Main Electricity Meter
2022-12-16 14:00:00,0.1693121693121693,Turck Hall Main Electricity Meter
2022-12-16 15:00:00,0.20634920634920634,Turck Hall Main Electricity Meter
2022-12-16 16:00:00,0.2275132275132275,Turck Hall Main Electricity Meter
2022-12-16 17:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-16 18:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-16 19:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-16 20:00:00,0.20105820105820105,Turck Hall Main Electricity Meter
2022-12-16 21:00:00,0.21164021164021163,Turck Hall Main Electricity Meter
2022-12-16 22:00:00,0.19047619047619047,Turck Hall Main Electricity Meter
2022-12-16 23:00:00,0.18518518518518517,Turck Hall Main Electricity Meter
2022-12-17 00:00:00,0.164021164021164,Turck Hall Main Electricity Meter
2022-12-17 01:00:00,0.17989417989417988,Turck Hall Main Electricity Meter
2022-12-17 02:00:00,0.13756613756613756,Turck Hall Main Electricity Meter
2022-12-17 03:00:00,0.12698412698412698,Turck Hall Main Electricity Meter
2022-12-17 04:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-17 05:00:00,0.1164021164021164,Turck Hall Main Electricity Meter
2022-12-17 06:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-17 07:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-17 08:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-17 09:00:00,0.08994708994708994,Turck Hall Main Electricity Meter
2022-12-17 10:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-17 11:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-17 12:00:00,0.10052910052910052,Turck Hall Main Electricity Meter
2022-12-17 13:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-17 14:00:00,0.08994708994708994,Turck Hall Main Electricity Meter
2022-12-17 15:00:00,0.09523809523809523,Turck Hall Main Electricity Meter
2022-12-17 16:00:00,0.08994708994708994,Turck Hall Main Electricity Meter
2022-12-17 17:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-17 18:00:00,0.08465608465608465,Turck Hall Main Electricity Meter
2022-12-17 19:00:00,0.08465608465608465,Turck Hall Main Electricity Meter
2022-12-17 20:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-17 21:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-17 22:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-17 23:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 00:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-18 01:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 02:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 03:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 04:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-18 05:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 06:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 07:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 08:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 09:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 10:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 11:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-18 12:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 13:00:00,0.08465608465608465,Turck Hall Main Electricity Meter
2022-12-18 14:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-18 15:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 16:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 17:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 18:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 19:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 20:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 21:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 22:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-18 23:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-19 00:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 01:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 02:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 03:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 04:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-19 05:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 06:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 07:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 08:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 09:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
2022-12-19 10:00:00,0.08994708994708994,Turck Hall Main Electricity Meter
2022-12-19 11:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-19 12:00:00,0.08465608465608465,Turck Hall Main Electricity Meter
2022-12-19 13:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-19 14:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-19 15:00:00,0.07936507936507936,Turck Hall Main Electricity Meter
2022-12-19 16:00:00,0.07407407407407407,Turck Hall Main Electricity Meter
